,weather,winemaking_quality,wine_quality
0,4.575909440301549,9.038963972137116,4.774239171386261
1,4.556095125305627,4.151832802877191,6.648420000391444
2,4.186573368180955,7.7270811628413645,4.785152937160731
3,2.7385468885658915,4.906702390858234,4.926492892323183
4,6.934732306050048,7.779180429760242,6.708903795075982
5,5.622280619496987,6.520127418851912,6.1319002653647825
6,5.419688960961479,9.787776254118496,4.946380307490002
7,7.094511722549138,8.514203848634153,7.806937939761357
8,4.85498804558664,6.564246602584278,5.51782240065562
9,4.896178695792714,8.285499815257733,5.530888069272629
10,4.890882019887679,8.854250532963857,4.590336880148517
11,3.6924855594464816,5.0363139577176925,5.804189516674226
12,6.640581453229767,7.656984574758941,7.538239284020803
13,6.646802929495266,7.739622389776732,6.531319135926088
14,4.7887374280567645,4.866505752401128,7.0743314928410514
15,5.455160309106778,6.227922122625703,6.488629853458981
16,4.671682789155529,8.269138442446215,5.833266961786468
17,5.60112016084693,8.121739127837921,5.563046344749779
18,4.26205867023866,6.497837470521891,5.560164063544458
19,4.625229577925167,6.244095857985793,6.502980318835566
20,5.428916817250735,5.625583098749514,6.3246608195507354
21,6.562894721532858,8.107035958216372,5.780673440752003
22,4.684529480218023,7.1508489016941725,6.041317841798319
23,3.648742221595361,6.402539359160312,4.041827691778632
24,4.290036222888723,8.550995632487153,5.094877098439212
25,5.697922140414782,7.562767613807258,5.940931832284713
26,5.535262324909534,7.727478438786179,6.69728444786025
27,4.324195864526189,6.188795037511355,5.562998577770785
28,3.819126713538135,4.228142225336389,6.3155697591140525
29,2.861715127341586,6.149298409859449,4.939362691473319
30,4.418478850669247,5.387036555888974,6.455731009501179
31,4.700524140370245,5.891932529995865,6.138109012609861
32,5.015871843995916,4.983994148615764,6.9971858975998495
33,6.196159026809324,9.647651519788202,5.4156042831502385
34,6.32141593686815,8.89352101753786,5.37967991688096
35,7.037588899788486,6.521592711083519,6.762106806249487
36,4.236922774736697,7.2042790863985635,5.725251091942631
37,4.104933435039903,6.684595834628331,5.468901969491583
38,3.9699758375607095,6.238894662571708,4.873400278306491
39,3.5489281197967784,6.887783018100498,4.947338213320233
40,5.329378891816124,8.572877090737322,5.3536495567068885
41,3.499393862594815,6.932783925099102,4.4605058252522785
42,5.2995372173567405,6.332353956934822,5.35196075913109
43,2.7514504595630243,7.992621652581113,4.0361104560514685
44,6.028460584024587,7.778005857676523,5.8704016249036775
45,3.420867977534555,4.543145046747982,6.040997422828415
46,5.3287583119794695,8.111158515849825,4.909088240113295
47,3.754329060305894,5.901010467250821,5.821482076605028
48,5.520839846706657,6.662538787107826,5.680587742769892
49,4.786518009742785,7.541919923199886,4.881507501304712
50,4.759555817261811,6.600314234894645,5.616310428993512
51,5.74800162525615,6.609093770797833,5.98400208790602
52,4.860977992666119,6.331054282744191,5.805135216067893
53,5.434414650602528,8.5812543257864,5.837336191963124
54,4.424420580522142,6.978581631596292,5.136291281890109
55,6.39708878211085,7.85313129956754,6.057907859606448
56,6.411156295580808,7.17535148501686,6.178025652778178
57,4.817115726445121,6.631681384777925,5.333538060874578
58,5.066105564258708,8.141219975273518,5.935469483153284
59,4.979069996634329,7.697121358597153,6.004882840396921
60,3.0660566447731066,6.275090917250652,5.1268540949161565
61,4.434703764081698,7.012763764429643,5.763439018054574
62,4.985765269719612,8.564553797850678,5.9229839234422155
63,5.662340386312569,8.451069003733076,6.150213540443239
64,2.4747982437300315,6.517661942865106,4.512058743542404
65,3.0624076815791827,5.595369616986867,5.396696974338792
66,5.516806641605954,6.06364884268785,6.5629018610057654
67,5.5391172436824565,7.2863231215925754,5.996339298363119
68,4.539621310772766,7.885088343802202,5.034589031762613
69,6.839821330621923,7.414318067036017,7.187996665577342
70,3.2601609870244426,6.256107549164947,5.337072149787402
71,4.92282027721038,8.527019304298097,5.181181957872315
72,4.283536014044135,5.2224364894238136,5.955982851778248
73,4.053433430117953,5.7429019712597285,5.473263784898336
74,4.165243800413549,6.846954141212716,4.670539144100525
75,4.004650233199699,5.098773142652639,5.948942947881609
76,3.2019002711352047,7.252465094255314,5.129417286556849
77,4.71489515729019,7.091734940022365,5.631918418825123
78,5.3533005010359656,5.585147947690279,6.856793202423571
79,4.891321733311813,6.78216197204043,6.023291652156979
80,3.4500045148379987,5.348067138608944,5.3955281447925785
