,weather,winemaking_quality,wine_quality
0,5.214258154501917,6.655853799535285,6.818946174568309
1,5.459996065623708,4.313194874873341,6.887095095584193
2,4.813124945266352,8.830114469945666,4.9373529084205785
3,5.49988074807841,6.345226168887959,6.479758969275706
4,5.235548634702131,8.265798740348082,5.659044241567555
5,5.06224528114681,7.01374823842013,5.659605161557732
6,5.68016258770825,9.447852391903131,5.4665769167506175
7,5.861778684086089,7.303133908970258,6.065545853866068
8,5.418900633350997,5.759989574265108,6.739374369928525
9,4.821469205342771,6.182377136494857,5.848782631767598
10,4.940628536212558,7.42558053160996,5.341361119396737
11,4.802876471845576,6.709870338998605,6.817438813501694
12,3.3292309626983263,5.140952486826766,5.215497419144384
13,6.408747113317928,8.988832615580462,6.545307315734901
14,5.647794428802017,7.343466584528724,6.011786543522735
15,5.34930970983535,6.416612492200863,6.380660138362074
16,2.7110458868956955,4.026668625210711,5.294261841227711
17,5.616469586954615,8.53336347884928,5.589738734063664
18,5.350717313557673,7.576335750807686,5.084185309166382
19,3.6485469942402924,4.764143420532025,6.3343831636443895
20,6.65201118450744,8.84244073114558,6.347703430280776
21,4.904934963865068,6.68711890312855,6.2755249877667225
22,2.6271916944499907,4.179157769316594,6.148376480939504
23,5.085396319151593,5.798419691771095,6.0852668831983365
24,5.876070920908766,8.718674607777725,6.315542222160192
25,6.644371691944961,8.199584471181744,6.66437555899557
26,5.662037858807433,7.500080995619206,6.216938096467041
27,5.30458808792606,6.008642723159284,6.158095657807945
28,5.142051252795653,7.768723407851319,4.248367903085357
29,6.075635525511807,8.198664864945446,6.552235465130181
30,6.5935562525738325,7.91178745895219,5.904400631083116
31,5.462541454821026,7.16719862688146,6.394604893298403
32,2.947615926007618,4.504069002103093,4.702849944295481
33,5.1153279937754705,5.805054680323014,5.7091865209205075
34,5.973049543026716,7.461100756704344,5.378844982295483
35,4.650284437089485,7.479960126279856,5.7465696659435235
36,4.712396603196765,8.302218811105782,6.049628006865653
37,6.205605458176357,7.909464678539621,5.96194465832788
38,1.3395663698528404,4.308745060848064,4.599469372842107
39,3.115947152538129,5.017951307180766,5.295860951349907
40,3.425886087242989,5.514988228838202,5.172818685840118
41,5.676157413883207,6.450251594618611,6.586636681480521
42,6.0577901275055535,7.038856238273668,6.7777022602340535
43,5.684394384059464,8.770865253781237,5.88499953498788
44,3.657111934529421,8.54927829925793,4.7213362250610755
45,5.589966135792422,6.8586414375525075,6.36791605133936
46,5.32485833288061,7.1463858129474405,6.202759527359254
47,5.164995269353985,7.924886880909599,5.832899402960821
48,4.861728590648953,6.875167153997062,5.373536861948899
49,5.623694054784002,7.196331099572907,5.543927757317426
50,5.676637142729255,6.414560482267398,6.250185310557117
51,5.262766607202917,6.1936963853541736,6.388583306158677
52,3.7941093465931814,6.2923555458927245,5.4932953326169285
53,4.691085159074772,7.082316981293989,5.661032063802186
54,5.094844194093621,6.857576062832411,5.197691600862089
55,5.336996976552929,8.209892010146206,5.788408576379366
56,5.406349884018098,8.205490450279903,5.535398678438614
57,5.194708894164196,5.797421915693563,6.913862589953631
58,4.325202561992096,7.493025457310445,5.074402436978835
59,5.846720282225075,9.564658411348091,5.278733776853134
60,6.121265107173291,7.576252548836432,5.281480858273996
61,3.6440706945839514,6.494109321129421,5.5307877860341295
62,3.9870917067086102,3.942719805258347,5.344049867800317
63,4.062540055444424,6.685559655939183,5.630021860862892
64,5.160948577773062,6.806711519969689,5.201037604181529
65,6.719680093586,7.765325290288406,6.625782476485852
66,3.564375765153163,6.188636055361323,5.448288599812407
67,5.854868520330445,6.640793581592974,6.125739547377397
68,4.6187635642975,4.189698457289069,6.0030522366941605
69,5.200439817843395,5.248953783941751,6.379113363046898
70,5.366444288108795,8.188480760234533,5.206510990435547
71,4.812364586159915,8.890022243100752,5.6578512425465375
72,4.162096047458497,6.1267574900548105,6.2600307641238375
73,5.121454226748236,8.687576086985143,5.734807696471808
74,3.6856215665154295,5.711137046493857,6.283531189954118
75,5.492490511207723,5.965858639301002,6.496185592657896
76,4.799549729495766,6.650168033387047,7.063876761546155
77,4.769113157951491,7.066372922507914,5.626591575881749
78,3.8731026592583024,5.964094899425016,5.462277608623829
79,4.7406200983044755,7.231703696007231,6.02468854805484
80,4.587698117767542,7.080402433832794,5.616848770392178
81,3.8385743060246558,7.32632227947993,5.7617604637460165
82,4.3654948070340955,7.070975359527631,5.976285106081143
83,6.619360057175546,6.03976989100342,6.5905898044249955
84,4.452646392480212,7.195538257575409,5.277256494179415
85,3.909821473347516,5.13415923632739,5.556285589391367
86,5.130655228925002,8.08929885530077,6.224372226854262
87,4.9084433680321204,5.315331846280243,6.260239436627226
88,5.353529490347465,9.37840876730732,5.273547404136523
89,4.439854860146793,7.2563304557930834,4.934966817637444
90,3.2557038238266176,7.682328464328073,4.757451842702904
91,5.119751156880773,6.81961483346332,5.740022446674144
92,4.9098062438340335,7.909078185008151,4.932423123240334
93,5.52275593058549,6.274422988718313,6.132296666333744
94,3.4133582269407245,4.972047389360018,4.919155090912843
95,8.035901144887397,8.599012150434028,7.167066120956444
96,4.290342853467067,8.072133028927883,5.4731998940011595
97,6.2616245088512485,6.8617340919025995,5.8218866593092615
98,6.14872385695143,9.354203202814826,5.640860142568928
99,5.8701427530186,8.105816950235022,6.271150829411101
100,5.0139094702524005,6.1352710502155565,5.477350262520982
101,6.763726224748359,6.732857675809161,6.903364524348095
102,6.881347430831923,8.338969599393508,7.368595920588146
103,4.497061470545493,7.142238707565006,5.194836709228619
104,6.313617969797765,6.974838914562216,7.127035698166971
105,4.727873236818076,6.542876162851814,6.663039010848293
106,5.809276208934151,7.272680094835908,6.35825157212147
107,5.8406727206722895,7.059918621455633,6.402061049915074
